effect,group,term,estimate,std.error,statistic,df,p.value,warnings,n_subj,n_ingroup,n_outgroup,beta_0,beta_1,omega_0,tau_0,tau_1,rho,sigma
fixed,NA,X_i,65.22867012299395,14.437287491832382,4.518069627684273,19.49972220315396,2.2197198801291322e-4,,50,10,10,800,50,20,100,40,0.2,200
ran_pars,subj_id,sd__(Intercept),92.52263264826439,NA,NA,NA,NA,,50,10,10,800,50,20,100,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,-0.9999900626668439,NA,NA,NA,NA,,50,10,10,800,50,20,100,40,0.2,200
ran_pars,subj_id,sd__X_i,6.160454276575003,NA,NA,NA,NA,,50,10,10,800,50,20,100,40,0.2,200
ran_pars,item_id,sd__(Intercept),15.805310697534315,NA,NA,NA,NA,,50,10,10,800,50,20,100,40,0.2,200
ran_pars,Residual,sd__Observation,198.56653603693283,NA,NA,NA,NA,,50,10,10,800,50,20,100,40,0.2,200
fixed,NA,(Intercept),810.3570656192612,11.906538556640065,68.05983634658786,22.474770670467752,1.5643153216840587e-27,,50,10,10,800,50,40,20,40,0.2,200
fixed,NA,X_i,50.43238268756262,22.658336072418127,2.225776090811615,19.990754731186968,0.037696880540267284,,50,10,10,800,50,40,20,40,0.2,200
ran_pars,subj_id,sd__(Intercept),25.914093052825528,NA,NA,NA,NA,,50,10,10,800,50,40,20,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,1.0000000000000002,NA,NA,NA,NA,,50,10,10,800,50,40,20,40,0.2,200
ran_pars,subj_id,sd__X_i,1.7431217349393038,NA,NA,NA,NA,,50,10,10,800,50,40,20,40,0.2,200
ran_pars,item_id,sd__(Intercept),41.436675433005675,NA,NA,NA,NA,,50,10,10,800,50,40,20,40,0.2,200
ran_pars,Residual,sd__Observation,206.1187824501561,NA,NA,NA,NA,,50,10,10,800,50,40,20,40,0.2,200
fixed,NA,(Intercept),795.9651917874884,8.16567690944602,97.47693921941968,50.00020942472021,1.0552544638050514e-58,,50,10,10,800,50,40,40,40,0.2,200
fixed,NA,X_i,60.00972521722334,15.596643455311385,3.8476051202406136,50.000059139511286,3.390972533069591e-4,,50,10,10,800,50,40,40,40,0.2,200
ran_pars,subj_id,sd__(Intercept),34.7648975549863,NA,NA,NA,NA,,50,10,10,800,50,40,40,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.17174926767297682,NA,NA,NA,NA,,50,10,10,800,50,40,40,40,0.2,200
ran_pars,subj_id,sd__X_i,60.51033699912896,NA,NA,NA,NA,,50,10,10,800,50,40,40,40,0.2,200
ran_pars,item_id,sd__(Intercept),0,NA,NA,NA,NA,,50,10,10,800,50,40,40,40,0.2,200
ran_pars,Residual,sd__Observation,206.17060253412967,NA,NA,NA,NA,,50,10,10,800,50,40,40,40,0.2,200
fixed,NA,(Intercept),800.2338958255285,15.656794408059524,51.11096658544603,41.283964414992376,5.926469835430645e-39,,50,10,10,800,50,40,60,40,0.2,200
fixed,NA,X_i,44.96145323334769,25.640156624697727,1.7535561069872263,24.1611826021585,0.09218601864137078,,50,10,10,800,50,40,60,40,0.2,200
ran_pars,subj_id,sd__(Intercept),71.41320162890322,NA,NA,NA,NA,,50,10,10,800,50,40,60,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.19180801060668648,NA,NA,NA,NA,,50,10,10,800,50,40,60,40,0.2,200
ran_pars,subj_id,sd__X_i,65.1400094202053,NA,NA,NA,NA,,50,10,10,800,50,40,60,40,0.2,200
ran_pars,item_id,sd__(Intercept),45.40333066852986,NA,NA,NA,NA,,50,10,10,800,50,40,60,40,0.2,200
ran_pars,Residual,sd__Observation,200.16288868980166,NA,NA,NA,NA,,50,10,10,800,50,40,60,40,0.2,200
fixed,NA,(Intercept),804.5628039830146,16.745259225947336,48.047199098376325,51.35003781116396,2.3350160053655873e-44,,50,10,10,800,50,40,80,40,0.2,200
fixed,NA,X_i,43.58428537683549,22.024466130984433,1.97890314878145,20.247728636710242,0.06158928303304781,,50,10,10,800,50,40,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),90.78429890539698,NA,NA,NA,NA,,50,10,10,800,50,40,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.11102564140475492,NA,NA,NA,NA,,50,10,10,800,50,40,80,40,0.2,200
ran_pars,subj_id,sd__X_i,33.767881483560004,NA,NA,NA,NA,,50,10,10,800,50,40,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),39.04628951208844,NA,NA,NA,NA,,50,10,10,800,50,40,80,40,0.2,200
ran_pars,Residual,sd__Observation,198.33630972716998,NA,NA,NA,NA,,50,10,10,800,50,40,80,40,0.2,200
fixed,NA,(Intercept),802.0143258684295,15.643060213810509,51.26965663408809,51.148222244114145,1.2047199771536834e-45,Model failed to converge with 1 negative eigenvalue: -1.1e+01,50,10,10,800,50,40,100,40,0.2,200
fixed,NA,X_i,44.09255782043659,15.99148948913459,2.757251464936725,21.094830077164968,0.0117755607424596,Model failed to converge with 1 negative eigenvalue: -1.1e+01,50,10,10,800,50,40,100,40,0.2,200
ran_pars,subj_id,sd__(Intercept),96.02724224371916,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -1.1e+01,50,10,10,800,50,40,100,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.9999999907385878,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -1.1e+01,50,10,10,800,50,40,100,40,0.2,200
ran_pars,subj_id,sd__X_i,27.023050257336763,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -1.1e+01,50,10,10,800,50,40,100,40,0.2,200
ran_pars,item_id,sd__(Intercept),21.81313082498632,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -1.1e+01,50,10,10,800,50,40,100,40,0.2,200
ran_pars,Residual,sd__Observation,191.02375238389754,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -1.1e+01,50,10,10,800,50,40,100,40,0.2,200
fixed,NA,(Intercept),802.120899199178,11.648446978180319,68.86075892363144,19.995956756330013,3.043598460239375e-25,Model failed to converge with 1 negative eigenvalue: -1.7e+01,50,10,10,800,50,60,20,40,0.2,200
fixed,NA,X_i,77.80155649934878,23.77671467641045,3.272174375568291,20.580929314951337,0.0037086769795556815,Model failed to converge with 1 negative eigenvalue: -1.7e+01,50,10,10,800,50,60,20,40,0.2,200
ran_pars,subj_id,sd__(Intercept),0,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -1.7e+01,50,10,10,800,50,60,20,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,NaN,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -1.7e+01,50,10,10,800,50,60,20,40,0.2,200
ran_pars,subj_id,sd__X_i,33.6057233142821,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -1.7e+01,50,10,10,800,50,60,20,40,0.2,200
ran_pars,item_id,sd__(Intercept),43.54575380496334,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -1.7e+01,50,10,10,800,50,60,20,40,0.2,200
ran_pars,Residual,sd__Observation,202.17488291415768,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -1.7e+01,50,10,10,800,50,60,20,40,0.2,200
fixed,NA,(Intercept),805.4998473258815,12.358819326083514,65.1761164293307,28.185105715582043,2.742511025868464e-32,,50,10,10,800,50,60,40,40,0.2,200
fixed,NA,X_i,39.768570624937894,22.278435918456235,1.7850701355561598,20.360579789116,0.08915729208149574,,50,10,10,800,50,60,40,40,0.2,200
ran_pars,subj_id,sd__(Intercept),41.13927113450621,NA,NA,NA,NA,,50,10,10,800,50,60,40,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.2908598870110319,NA,NA,NA,NA,,50,10,10,800,50,60,40,40,0.2,200
ran_pars,subj_id,sd__X_i,32.21972749103181,NA,NA,NA,NA,,50,10,10,800,50,60,40,40,0.2,200
ran_pars,item_id,sd__(Intercept),39.68596038206471,NA,NA,NA,NA,,50,10,10,800,50,60,40,40,0.2,200
ran_pars,Residual,sd__Observation,200.35680665469408,NA,NA,NA,NA,,50,10,10,800,50,60,40,40,0.2,200
fixed,NA,(Intercept),797.2800212438318,14.174181595910847,56.24875170738899,38.72533502859986,9.538177320637248e-39,,50,10,10,800,50,60,60,40,0.2,200
fixed,NA,X_i,69.91825357084946,22.576030295357032,3.0970127456477052,20.31388464148418,0.005610477912546806,,50,10,10,800,50,60,60,40,0.2,200
ran_pars,subj_id,sd__(Intercept),62.632283361241534,NA,NA,NA,NA,,50,10,10,800,50,60,60,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.3911121087898234,NA,NA,NA,NA,,50,10,10,800,50,60,60,40,0.2,200
ran_pars,subj_id,sd__X_i,31.52116889082539,NA,NA,NA,NA,,50,10,10,800,50,60,60,40,0.2,200
ran_pars,item_id,sd__(Intercept),40.98555911893209,NA,NA,NA,NA,,50,10,10,800,50,60,60,40,0.2,200
ran_pars,Residual,sd__Observation,196.11364745581994,NA,NA,NA,NA,,50,10,10,800,50,60,60,40,0.2,200
fixed,NA,(Intercept),821.4703477855819,19.054569907089554,43.111461019119666,41.088363918762276,7.792194710915794e-36,,50,10,10,800,50,60,80,40,0.2,200
fixed,NA,X_i,38.655738817148674,30.06156520752328,1.2858857664362264,19.874908513676953,0.21326321920948832,,50,10,10,800,50,60,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),83.44967635453087,NA,NA,NA,NA,,50,10,10,800,50,60,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.6451753381917278,NA,NA,NA,NA,,50,10,10,800,50,60,80,40,0.2,200
ran_pars,subj_id,sd__X_i,20.614368828092616,NA,NA,NA,NA,,50,10,10,800,50,60,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),60.369114026732404,NA,NA,NA,NA,,50,10,10,800,50,60,80,40,0.2,200
ran_pars,Residual,sd__Observation,203.90725404458487,NA,NA,NA,NA,,50,10,10,800,50,60,80,40,0.2,200
fixed,NA,(Intercept),794.2989204022398,20.458166565240504,38.8255183019086,45.29398653557291,2.0577027997965584e-36,,50,10,10,800,50,60,100,40,0.2,200
fixed,NA,X_i,12.490848569637624,31.247863759480722,0.39973447995618105,20.77975886869789,0.6934312268606491,,50,10,10,800,50,60,100,40,0.2,200
ran_pars,subj_id,sd__(Intercept),95.59535686145854,NA,NA,NA,NA,,50,10,10,800,50,60,100,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.2287680989835572,NA,NA,NA,NA,,50,10,10,800,50,60,100,40,0.2,200
ran_pars,subj_id,sd__X_i,40.841432984277816,NA,NA,NA,NA,,50,10,10,800,50,60,100,40,0.2,200
ran_pars,item_id,sd__(Intercept),62.054104077847235,NA,NA,NA,NA,,50,10,10,800,50,60,100,40,0.2,200
ran_pars,Residual,sd__Observation,207.92196251601248,NA,NA,NA,NA,,50,10,10,800,50,60,100,40,0.2,200
fixed,NA,(Intercept),813.5923870925321,14.325451260525837,56.79349099001214,20.033556829272566,1.3017040262632249e-23,,50,10,10,800,50,80,20,40,0.2,200
fixed,NA,X_i,30.660030996492445,29.050128386699377,1.0554180893234937,20.701577233583112,0.3033964870531484,,50,10,10,800,50,80,20,40,0.2,200
ran_pars,subj_id,sd__(Intercept),4.852823683592818,NA,NA,NA,NA,,50,10,10,800,50,80,20,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,-0.9999926325974274,NA,NA,NA,NA,,50,10,10,800,50,80,20,40,0.2,200
ran_pars,subj_id,sd__X_i,35.298538092414574,NA,NA,NA,NA,,50,10,10,800,50,80,20,40,0.2,200
ran_pars,item_id,sd__(Intercept),56.958861689346875,NA,NA,NA,NA,,50,10,10,800,50,80,20,40,0.2,200
ran_pars,Residual,sd__Observation,206.23278016919028,NA,NA,NA,NA,,50,10,10,800,50,80,20,40,0.2,200
fixed,NA,(Intercept),793.9524009684206,16.390901630989937,48.4386044674511,25.291766566695838,1.8191518634328414e-26,,50,10,10,800,50,80,40,40,0.2,200
fixed,NA,X_i,71.70591458089642,31.40606325530596,2.2831869756481473,21.764323320996567,0.0325535646886282,,50,10,10,800,50,80,40,40,0.2,200
ran_pars,subj_id,sd__(Intercept),41.884632690150134,NA,NA,NA,NA,,50,10,10,800,50,80,40,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,-0.04507696186106009,NA,NA,NA,NA,,50,10,10,800,50,80,40,40,0.2,200
ran_pars,subj_id,sd__X_i,51.00979344019288,NA,NA,NA,NA,,50,10,10,800,50,80,40,40,0.2,200
ran_pars,item_id,sd__(Intercept),62.301107052969996,NA,NA,NA,NA,,50,10,10,800,50,80,40,40,0.2,200
ran_pars,Residual,sd__Observation,198.75565441951153,NA,NA,NA,NA,,50,10,10,800,50,80,40,40,0.2,200
fixed,NA,(Intercept),796.4469966690333,21.786661013269264,36.55663418015058,33.5173757080167,1.3672485858813119e-28,,50,10,10,800,50,80,60,40,0.2,200
fixed,NA,X_i,102.2399378344676,37.78461552392318,2.7058615369457653,20.56387033675351,0.013391305714757183,,50,10,10,800,50,80,60,40,0.2,200
ran_pars,subj_id,sd__(Intercept),78.97142090249173,NA,NA,NA,NA,,50,10,10,800,50,80,60,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,-0.1337993650778214,NA,NA,NA,NA,,50,10,10,800,50,80,60,40,0.2,200
ran_pars,subj_id,sd__X_i,37.39091026634668,NA,NA,NA,NA,,50,10,10,800,50,80,60,40,0.2,200
ran_pars,item_id,sd__(Intercept),78.76023054813662,NA,NA,NA,NA,,50,10,10,800,50,80,60,40,0.2,200
ran_pars,Residual,sd__Observation,199.42466226668842,NA,NA,NA,NA,,50,10,10,800,50,80,60,40,0.2,200
fixed,NA,(Intercept),791.4956026472794,18.78318391032105,42.13852169186107,45.17162550144912,6.57651926061463e-38,,50,10,10,800,50,80,80,40,0.2,200
fixed,NA,X_i,64.63333592908042,28.92930510729857,2.2341821101252126,21.76079080622062,0.036073750317936644,,50,10,10,800,50,80,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),88.47389662112069,NA,NA,NA,NA,,50,10,10,800,50,80,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.4568190845908793,NA,NA,NA,NA,,50,10,10,800,50,80,80,40,0.2,200
ran_pars,subj_id,sd__X_i,50.93286435170841,NA,NA,NA,NA,,50,10,10,800,50,80,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),55.726972589308076,NA,NA,NA,NA,,50,10,10,800,50,80,80,40,0.2,200
ran_pars,Residual,sd__Observation,202.43669737469867,NA,NA,NA,NA,,50,10,10,800,50,80,80,40,0.2,200
fixed,NA,(Intercept),791.4477493023358,22.298622622694403,35.493122723052885,53.65392234379877,6.116992697661353e-39,,50,10,10,800,50,80,100,40,0.2,200
fixed,NA,X_i,83.3878767102142,30.601448979915386,2.7249649768200217,19.8422278533793,0.013104613318732937,,50,10,10,800,50,80,100,40,0.2,200
ran_pars,subj_id,sd__(Intercept),115.2080442451514,NA,NA,NA,NA,,50,10,10,800,50,80,100,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.5609591661033232,NA,NA,NA,NA,,50,10,10,800,50,80,100,40,0.2,200
ran_pars,subj_id,sd__X_i,21.640093456867373,NA,NA,NA,NA,,50,10,10,800,50,80,100,40,0.2,200
ran_pars,item_id,sd__(Intercept),62.34568267350104,NA,NA,NA,NA,,50,10,10,800,50,80,100,40,0.2,200
ran_pars,Residual,sd__Observation,193.44636024551602,NA,NA,NA,NA,,50,10,10,800,50,80,100,40,0.2,200
fixed,NA,(Intercept),790.0727429704242,18.30930347679549,43.1514363160637,20.002514855175,3.2369474365784514e-21,,50,10,10,800,50,100,20,40,0.2,200
fixed,NA,X_i,128.2740265759347,36.635675355244054,3.501341938755156,19.954368708616663,0.0022541087617530455,,50,10,10,800,50,100,20,40,0.2,200
ran_pars,subj_id,sd__(Intercept),2.454317140238732,NA,NA,NA,NA,,50,10,10,800,50,100,20,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,1,NA,NA,NA,NA,,50,10,10,800,50,100,20,40,0.2,200
ran_pars,subj_id,sd__X_i,9.306522774889284,NA,NA,NA,NA,,50,10,10,800,50,100,20,40,0.2,200
ran_pars,item_id,sd__(Intercept),76.56435708934737,NA,NA,NA,NA,,50,10,10,800,50,100,20,40,0.2,200
ran_pars,Residual,sd__Observation,204.95141260222866,NA,NA,NA,NA,,50,10,10,800,50,100,20,40,0.2,200
fixed,NA,(Intercept),799.9932044936932,18.221130108475823,43.90469744363247,21.864352464390315,8.120802923693189e-23,,50,10,10,800,50,100,40,40,0.2,200
fixed,NA,X_i,84.42013423856915,36.650160083427714,2.3034042428846533,22.32490091674759,0.03093404287173512,,50,10,10,800,50,100,40,40,0.2,200
ran_pars,subj_id,sd__(Intercept),29.009193520244235,NA,NA,NA,NA,,50,10,10,800,50,100,40,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.23958104806325262,NA,NA,NA,NA,,50,10,10,800,50,100,40,40,0.2,200
ran_pars,subj_id,sd__X_i,64.23339050543925,NA,NA,NA,NA,,50,10,10,800,50,100,40,40,0.2,200
ran_pars,item_id,sd__(Intercept),74.22670136577685,NA,NA,NA,NA,,50,10,10,800,50,100,40,40,0.2,200
ran_pars,Residual,sd__Observation,199.24546788796457,NA,NA,NA,NA,,50,10,10,800,50,100,40,40,0.2,200
fixed,NA,(Intercept),803.6721588201972,20.363808923906454,39.46570908336859,29.106452439198126,7.914479979073773e-27,,50,10,10,800,50,100,60,40,0.2,200
fixed,NA,X_i,5.320201460959736,36.93565265847546,0.14403973066762454,20.620647260722002,0.8868675191243669,,50,10,10,800,50,100,60,40,0.2,200
ran_pars,subj_id,sd__(Intercept),63.53974927841078,NA,NA,NA,NA,,50,10,10,800,50,100,60,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.6190177956255168,NA,NA,NA,NA,,50,10,10,800,50,100,60,40,0.2,200
ran_pars,subj_id,sd__X_i,37.740933228435274,NA,NA,NA,NA,,50,10,10,800,50,100,60,40,0.2,200
ran_pars,item_id,sd__(Intercept),76.55490898290665,NA,NA,NA,NA,,50,10,10,800,50,100,60,40,0.2,200
ran_pars,Residual,sd__Observation,202.2523538875601,NA,NA,NA,NA,,50,10,10,800,50,100,60,40,0.2,200
fixed,NA,(Intercept),790.4586162295127,26.778843040850457,29.51802716135599,27.566533591389312,2.116513317421362e-22,,50,10,10,800,50,100,80,40,0.2,200
fixed,NA,X_i,130.56151448083722,49.21670793934576,2.652788452282101,20.18446846963483,0.01519860576520276,,50,10,10,800,50,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),75.9957795502411,NA,NA,NA,NA,,50,10,10,800,50,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.09889681036288142,NA,NA,NA,NA,,50,10,10,800,50,100,80,40,0.2,200
ran_pars,subj_id,sd__X_i,28.184466215158643,NA,NA,NA,NA,,50,10,10,800,50,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),105.87438840249261,NA,NA,NA,NA,,50,10,10,800,50,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,202.80522290474428,NA,NA,NA,NA,,50,10,10,800,50,100,80,40,0.2,200
fixed,NA,(Intercept),802.6449726964464,28.1750472381735,28.487795101509803,35.357482820050684,5.598734710975799e-26,,50,10,10,800,50,100,100,40,0.2,200
fixed,NA,X_i,-13.099603667678018,47.792341633974154,-0.2740942004475022,19.94260316849328,0.7868312267477868,,50,10,10,800,50,100,100,40,0.2,200
ran_pars,subj_id,sd__(Intercept),105.62952777932877,NA,NA,NA,NA,,50,10,10,800,50,100,100,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,-0.9999999197902621,NA,NA,NA,NA,,50,10,10,800,50,100,100,40,0.2,200
ran_pars,subj_id,sd__X_i,8.314272295307486,NA,NA,NA,NA,,50,10,10,800,50,100,100,40,0.2,200
ran_pars,item_id,sd__(Intercept),103.01131504061851,NA,NA,NA,NA,,50,10,10,800,50,100,100,40,0.2,200
ran_pars,Residual,sd__Observation,200.286776337643,NA,NA,NA,NA,,50,10,10,800,50,100,100,40,0.2,200
fixed,NA,(Intercept),796.9564976629474,8.723711774395083,91.35520731004547,23.146499140483087,4.064979572348133e-31,,50,10,10,800,50,20,20,40,0.2,200
fixed,NA,X_i,62.844073022225096,16.46491617488805,3.8168474321219796,19.729549024965312,0.0011009792538011272,,50,10,10,800,50,20,20,40,0.2,200
ran_pars,subj_id,sd__(Intercept),28.039824000068343,NA,NA,NA,NA,,50,10,10,800,50,20,20,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.40202195756149983,NA,NA,NA,NA,,50,10,10,800,50,20,20,40,0.2,200
ran_pars,subj_id,sd__X_i,38.457388465415384,NA,NA,NA,NA,,50,10,10,800,50,20,20,40,0.2,200
ran_pars,item_id,sd__(Intercept),20.387385461485277,NA,NA,NA,NA,,50,10,10,800,50,20,20,40,0.2,200
ran_pars,Residual,sd__Observation,198.9880353836986,NA,NA,NA,NA,,50,10,10,800,50,20,20,40,0.2,200
fixed,NA,(Intercept),797.2626418405887,11.376338097552866,70.08077950954058,38.01909035472037,8.206038551558985e-42,,50,10,10,800,50,20,40,40,0.2,200
fixed,NA,X_i,26.038057057950383,16.514211856239047,1.5767060084137918,20.271400247972238,0.13034161326040727,,50,10,10,800,50,20,40,40,0.2,200
ran_pars,subj_id,sd__(Intercept),55.95430663059709,NA,NA,NA,NA,,50,10,10,800,50,20,40,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.9999999825843918,NA,NA,NA,NA,,50,10,10,800,50,20,40,40,0.2,200
ran_pars,subj_id,sd__X_i,16.591675072580735,NA,NA,NA,NA,,50,10,10,800,50,20,40,40,0.2,200
ran_pars,item_id,sd__(Intercept),23.478920506502472,NA,NA,NA,NA,,50,10,10,800,50,20,40,40,0.2,200
ran_pars,Residual,sd__Observation,198.0918839631817,NA,NA,NA,NA,,50,10,10,800,50,20,40,40,0.2,200
fixed,NA,(Intercept),793.9842648488121,10.47683335896144,75.7847564855722,50.00151507291745,2.8307021988709827e-53,,50,10,10,800,50,20,60,40,0.2,200
fixed,NA,X_i,82.89690205773253,14.215442999905815,5.831468077236972,50.00173573513198,3.9954313964228814e-7,,50,10,10,800,50,20,60,40,0.2,200
ran_pars,subj_id,sd__(Intercept),60.017204962422426,NA,NA,NA,NA,,50,10,10,800,50,20,60,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.7763953061484018,NA,NA,NA,NA,,50,10,10,800,50,20,60,40,0.2,200
ran_pars,subj_id,sd__X_i,50.590444788465845,NA,NA,NA,NA,,50,10,10,800,50,20,60,40,0.2,200
ran_pars,item_id,sd__(Intercept),0,NA,NA,NA,NA,,50,10,10,800,50,20,60,40,0.2,200
ran_pars,Residual,sd__Observation,194.22342650004595,NA,NA,NA,NA,,50,10,10,800,50,20,60,40,0.2,200
fixed,NA,(Intercept),818.113003869129,12.832123972098001,63.755073255840024,43.55447643441128,1.2029645360837505e-44,,50,10,10,800,50,20,80,40,0.2,200
fixed,NA,X_i,49.33670960049406,12.885561399642235,3.828836638958073,20.698968081699757,9.980952080050707e-4,,50,10,10,800,50,20,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),79.32637262779416,NA,NA,NA,NA,,50,10,10,800,50,20,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,-1,NA,NA,NA,NA,,50,10,10,800,50,20,80,40,0.2,200
ran_pars,subj_id,sd__X_i,23.235685470274632,NA,NA,NA,NA,,50,10,10,800,50,20,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),2.4988596676134396,NA,NA,NA,NA,,50,10,10,800,50,20,80,40,0.2,200
ran_pars,Residual,sd__Observation,196.20836569244082,NA,NA,NA,NA,,50,10,10,800,50,20,80,40,0.2,200
fixed,NA,(Intercept),799.2851920120994,14.918705413306395,53.57604228173816,48.35716865357636,1.0122148281551618e-44,,50,10,10,800,50,20,100,40,0.2,200
fixed,NA,X_i,45.44642168112339,16.179007856037902,2.808974572823579,21.384999219654365,0.010400201360617945,,50,10,10,800,50,20,100,40,0.2,200
ran_pars,subj_id,sd__(Intercept),92.3355427858117,NA,NA,NA,NA,,50,10,10,800,50,20,100,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,-0.0019462806154089706,NA,NA,NA,NA,,50,10,10,800,50,20,100,40,0.2,200
ran_pars,subj_id,sd__X_i,51.7481435868517,NA,NA,NA,NA,,50,10,10,800,50,20,100,40,0.2,200
ran_pars,item_id,sd__(Intercept),16.18957187858437,NA,NA,NA,NA,,50,10,10,800,50,20,100,40,0.2,200
ran_pars,Residual,sd__Observation,197.34642154702087,NA,NA,NA,NA,,50,10,10,800,50,20,100,40,0.2,200
fixed,NA,(Intercept),827.2021065530082,9.807709317291534,84.34202929471056,26.959188525372518,3.326163162135068e-34,,50,10,10,800,50,40,20,40,0.2,200
fixed,NA,X_i,63.358647589349964,18.29121349033421,3.4638843192569557,22.19298663351246,0.002186540284176565,,50,10,10,800,50,40,20,40,0.2,200
ran_pars,subj_id,sd__(Intercept),34.43870905690633,NA,NA,NA,NA,,50,10,10,800,50,40,20,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.2363907757637112,NA,NA,NA,NA,,50,10,10,800,50,40,20,40,0.2,200
ran_pars,subj_id,sd__X_i,47.26828601691409,NA,NA,NA,NA,,50,10,10,800,50,40,20,40,0.2,200
ran_pars,item_id,sd__(Intercept),26.710396161833877,NA,NA,NA,NA,,50,10,10,800,50,40,20,40,0.2,200
ran_pars,Residual,sd__Observation,191.8291043253254,NA,NA,NA,NA,,50,10,10,800,50,40,20,40,0.2,200
fixed,NA,(Intercept),814.5146697248499,9.694306221323481,84.01990313997437,30.338068631294977,1.6915219783648179e-37,,50,10,10,800,50,40,40,40,0.2,200
fixed,NA,X_i,54.3403746193853,17.72589062949766,3.065593473140214,24.75319145921803,0.005191230264964725,,50,10,10,800,50,40,40,40,0.2,200
ran_pars,subj_id,sd__(Intercept),42.14594224813049,NA,NA,NA,NA,,50,10,10,800,50,40,40,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,-0.22316476014801656,NA,NA,NA,NA,,50,10,10,800,50,40,40,40,0.2,200
ran_pars,subj_id,sd__X_i,63.400055992233874,NA,NA,NA,NA,,50,10,10,800,50,40,40,40,0.2,200
ran_pars,item_id,sd__(Intercept),19.583045682619478,NA,NA,NA,NA,,50,10,10,800,50,40,40,40,0.2,200
ran_pars,Residual,sd__Observation,198.18975816817093,NA,NA,NA,NA,,50,10,10,800,50,40,40,40,0.2,200
fixed,NA,(Intercept),780.4207382068952,12.57259874946189,62.07314444360975,33.30863953931894,5.1864813128002875e-36,,50,10,10,800,50,40,60,40,0.2,200
fixed,NA,X_i,55.368302280794985,21.250181532406685,2.6055449077626895,20.62014713346717,0.016664279377024256,,50,10,10,800,50,40,60,40,0.2,200
ran_pars,subj_id,sd__(Intercept),51.04190473196684,NA,NA,NA,NA,,50,10,10,800,50,40,60,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,-0.4606117205568268,NA,NA,NA,NA,,50,10,10,800,50,40,60,40,0.2,200
ran_pars,subj_id,sd__X_i,37.22320579539552,NA,NA,NA,NA,,50,10,10,800,50,40,60,40,0.2,200
ran_pars,item_id,sd__(Intercept),35.96035445525352,NA,NA,NA,NA,,50,10,10,800,50,40,60,40,0.2,200
ran_pars,Residual,sd__Observation,203.2421312480604,NA,NA,NA,NA,,50,10,10,800,50,40,60,40,0.2,200
