effect,group,term,estimate,std.error,statistic,df,p.value,warnings,n_subj,n_ingroup,beta_0,beta_1,omega_0,tau_0,tau_1,rho,sigma,n_outgroup
ran_pars,item_id,sd__(Intercept),84.1618380365751,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),95.30865598074254,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,0.34742539319656246,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,39.68626325049411,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,205.0288577133431,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),804.9347940668092,41.542806727243956,19.37603300017111,18.63905518829644,8.329601153749155e-14,,10,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,135.8370764448953,56.922668009806635,2.3863441611959106,19.82423141126031,0.02710823580508746,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),111.30159657271909,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),96.010809094883,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,0.9999999390898887,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,15.5567205630458,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,192.1431625064672,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),838.8045249819559,31.82018862946651,26.360765322591334,19.503671416577433,1.0153965103157843e-16,,10,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,100.92437441787293,46.21944143417609,2.183591391116343,24.483196329795,0.03879743055405696,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),103.22694087013404,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),72.31771940711238,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,0.9766788971573804,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,42.19954560492954,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,200.7578937501891,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),801.4558588120968,27.72484764273727,28.90749370888046,20.826526182183756,2.7182865423948334e-18,,10,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,127.04647360459138,41.984493916768365,3.0260332268492522,30.822457297344247,0.004967211667766622,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),104.71982699564029,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),63.77411827194878,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,0.4340576752819102,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,56.114551298302544,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,187.40043385928917,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),824.144133967733,32.40479597267504,25.432782686324664,14.928793625734514,1.0485921526345902e-13,,10,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,72.22352822947192,33.695107881983375,2.1434425579652032,49.34759188193016,0.037032095692773444,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),100.78171643529232,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),87.5669160823485,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,0.999999858865918,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,4.757104082110422,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,200.16897294604684,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),872.2849242851787,28.62044734161737,30.477683100947818,29.31579918893179,9.412581791102794e-24,,20,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,148.4101306585834,48.08386893456913,3.0864848013901454,20.060508559501212,0.005806026073793837,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),97.6646131112982,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),69.8714150282102,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,-0.99999997889385706,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,15.454031958371246,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,198.1014300030126,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),777.9010341974495,29.32655764890445,26.525480539190028,40.24340080538398,4.154017696907642e-27,,20,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,135.72028518608997,44.281057460654736,3.0649738955914088,32.00551439614095,0.004397040705395403,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),107.97736663217037,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),90.07411485898164,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,0.687675542588988,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,53.53379292027502,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,198.60909091850584,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),782.4308597068949,28.778809164478925,27.18774273233768,37.04764573169403,4.472594901448949e-26,,20,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,69.19691938202195,37.81903075329175,1.8296851612464733,43.945124434528374,0.07408612255848991,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),102.92397939501035,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),101.65750026405442,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,0.7807739686069239,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,60.70405775623469,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,193.2332281282751,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),808.5138309560887,22.263920851622142,36.314979573653154,54.6150757396828,6.252717489157404e-40,,20,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,95.309162742807,36.7428391888282,2.5939520420018636,51.59113192030519,0.012320095646831519,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),117.43632673294609,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),59.95152314320766,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,0.6098334766641171,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,41.50772707461482,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,200.3674090195869,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),850.286399983936,29.236156427364502,29.083385228712338,33.24158903053376,3.199998640348277e-25,,30,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,138.25972569727654,49.660652451371924,2.784089996253301,20.107338990037103,0.011415083683388456,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),85.48482154517889,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,0.38921429348242437,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,25.41042695204136,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),105.22629043173195,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,185.7994761948556,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),791.9395554146406,21.644204616715466,36.5889885740148,46.13552214965647,9.880379782451996e-36,,30,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,140.561940931606,36.46255811624946,3.854966524385596,30.104740723295716,5.655166463674276e-4,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),92.54112213462572,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),65.02575932207414,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,0.49498893179290593,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,24.13194178358672,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,194.5717715928351,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),791.1276046151419,25.645688265093643,30.84836704078424,59.400980070209854,2.9214004809237575e-38,,30,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,75.64258744076076,36.31761456263363,2.082807154371524,42.00884968153354,0.043394307437618386,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),106.3254809788957,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),101.30227648136417,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,0.19368098786212418,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,41.15239380622923,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,199.00328121509,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),796.447899074531,20.41584222186177,39.01126832875284,69.81213379774734,3.8722166453562665e-49,,30,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,83.86935119767037,34.81567812900485,2.4089535434841647,55.05141849759251,0.019371459688651026,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),112.84031033808925,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),63.794343815274104,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,0.7795613696967729,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,51.24473517743036,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,199.3387473246806,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),753.4379670042298,23.49076174587707,32.07379884717735,38.396014276505774,2.4772363605000812e-29,,40,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,48.89853080698483,37.67315523699729,1.2979674916892427,19.759832291728326,0.20924577158314978,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),89.06507111592424,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,0.8260695706997618,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,14.50760516852537,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),77.72066870013094,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,202.9307229961263,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),845.7082995780385,23.953818556290823,35.30578214870614,54.0340499646638,5.244563814261101e-39,,40,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,121.65346065968336,38.96780709122545,3.121896502281664,30.45232615467719,0.00391851474168615,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),89.30404480612809,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,-0.15490295896622922,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,28.892585665893893,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),101.21373103445514,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,198.78974207596463,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),793.4974036026737,19.85978928954318,39.95497595840433,64.76554544759696,2.3626825943581973e-47,,40,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,139.6690618245795,33.4170877549166,4.179570130375296,42.23819356680308,1.4372929403886562e-4,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),98.61084915155251,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),70.90884845260972,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,0.2723062040619903,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,40.921051016384155,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,202.41391906063205,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),779.2237532607727,20.13850223421918,38.693232704104574,77.8820340174389,1.3006885191249954e-52,,40,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,77.67585709930675,28.702080229788262,2.7062797008939925,53.21774095235896,0.009123727842203527,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),93.74100404125356,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),91.5491960510311,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,0.5527550116195369,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,39.848638785085754,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,201.3969861971709,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),770.6875863728344,20.80759714373026,37.03875949967908,36.3995215757632,1.6983926489406034e-30,,50,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,122.21950145333109,34.66615882197323,3.5256141899362086,19.968885897095518,0.0021291420748099726,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),81.5632661041376,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,1,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,10.304081941559671,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),72.15949563745563,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,198.88471739096514,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),841.3639503745974,19.680910596410506,42.75025519032891,46.76925535902208,3.862666848578354e-39,,50,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,112.89159102471093,34.59883041012777,3.26287304184899,30.61106868300335,0.002711395180030516,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),68.02885465787743,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,0.47270548132330453,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,29.966734405138347,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),89.45596582932473,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,205.06369681419218,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),837.5535049420067,20.209789566042915,41.44296021514686,69.7195140064396,7.510928472125786e-51,,50,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,100.37219822665925,33.350374298712275,3.009627338141594,40.018481537045744,0.004511462522348109,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),81.07620939721927,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,0.02944742584444153,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,14.787202350255717,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),101.4959114686441,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,197.1449141015073,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),792.1719911490795,14.391506189751329,55.044411662290884,85.05505457685175,2.74960084393112e-68,,50,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,145.21206126234296,22.958050173987495,6.325104273309532,57.9471341812516,3.9568677447690074e-8,,50,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),71.61863887138311,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),66.58283733468507,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,-0.1659985769964031,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,51.61017552561024,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,199.15683005558296,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),756.0445401901881,32.89472487897774,22.983762380495197,14.966534373884535,4.3618151369850886e-13,,10,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,61.17150817610004,44.23245928284254,1.3829551683966177,19.63951177581278,0.18220140793329517,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),73.27977046022765,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),79.30732904647306,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,1,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,37.96310458168348,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,192.1465289199381,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),773.0582604316575,26.972175747331278,28.66132371646535,19.67372918337519,1.6231899462017747e-17,,10,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,183.79955056472312,42.65825859749916,4.308651046892439,29.27658066072082,1.6931682897564204e-4,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),92.82960922365349,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),53.017824301991176,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,1,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,18.463435725274188,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,218.51641829805686,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),795.7090662040611,30.785665538053717,25.846739133201346,13.930677309617845,3.597790487282517e-13,,10,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,79.69580473545578,37.547603321010584,2.122527077270475,21.79734241635383,0.04539785314975279,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),79.62451913687144,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),82.8310015778186,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,0.6278523168290576,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,60.264718834672834,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,203.13357101964834,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),799.2698448181799,31.22211445596597,25.599478406416967,13.870257160168721,4.486838914100714e-13,,10,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,98.28547809563064,38.09636297264427,2.5799176201204865,23.60969567246826,0.016551167077536712,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),88.36290399605518,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),85.90861995333776,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,0.32488525605498214,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,71.00475619649258,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,200.78754545596473,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),807.4513806883832,22.389864563669086,36.06325435298051,22.57376409668644,1.855930542011446e-21,,20,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,85.75991865704802,27.288729326564145,3.1426864047335923,15.63996507681806,0.006432834752361879,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),35.32611373843004,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),82.32103715532536,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,-0.6245516669116415,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,43.543366706399226,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,200.0716488361068,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),784.8936463690056,24.101174628972466,32.56661380418656,39.113809314099306,5.937824676780304e-30,,20,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,58.529048600507636,39.27549819609714,1.490217853081842,29.024403029613985,0.14695511659244306,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),96.52212513775808,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),63.56937458924473,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,-0.8188808048219606,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,23.371504744132427,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,202.37983275397303,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),801.3225504485265,21.75935098130609,36.826583253193505,39.16430471354363,5.261245477496562e-32,,20,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,65.82902092258081,31.570652964655714,2.0851333355784045,37.21644447263377,0.043971605839322886,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),85.70641354218493,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),68.53194895896509,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,-0.031161463353558506,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,29.035947970368706,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,209.75837654855434,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),783.9987159631098,23.681121924477907,33.10648534572732,31.22302757024656,6.93809352240001e-26,,20,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,114.61694180677306,27.45100371951374,4.1753279034127555,46.6240384781305,1.2895656788312158e-4,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),79.3278598386181,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),88.8968833931792,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,0.7100000473653758,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,42.63956805712162,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,199.51078872947585,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),787.215459773366,32.09315251913383,24.529078572260257,29.940140583673553,2.221794166331004e-21,,30,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,23.514360949542596,57.36670841849393,0.40989559271910425,20.83869957425474,0.6860657572203004,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),82.96400356910934,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,0.4393325291754694,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,51.612284991761655,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),120.61940529231892,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,209.405151353401,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
